question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
68,person_seen_recent_extinct,MCQ,Could Charles Darwin have seen the great auk alive in their lifetime (historical context)?,a,Yes,A,a,Yes,1
69,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Charles Darwin have seen the great auk alive in their lifetime?",a,Yes,A,a,Yes,1
70,person_seen_recent_extinct,MCQ,"Historically, Could Albert Einstein have seen the quagga alive in their lifetime?",a,Yes,A,a,Yes,1
71,person_seen_recent_extinct,MCQ,"According to historians, Could Albert Einstein have seen the quagga alive in their lifetime?",a,Yes,B,b,No,0
72,person_seen_recent_extinct,MCQ,Could Albert Einstein have seen the quagga alive in their lifetime (historical context)?,a,Yes,A,a,Yes,1
73,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Albert Einstein have seen the quagga alive in their lifetime?",a,Yes,A,a,Yes,1
74,person_seen_recent_extinct,MCQ,"Historically, Which of the following recently extinct animals could Nikola Tesla have seen alive in their lifetime?",c,great auk,D,d,thylacine (Tasmanian tiger),0
75,person_seen_recent_extinct,MCQ,"According to historians, Which of the following recently extinct animals could Nikola Tesla have seen alive in their lifetime?",c,great auk,D,d,thylacine (Tasmanian tiger),0
76,person_seen_recent_extinct,MCQ,Which of the following recently extinct animals could Nikola Tesla have seen alive in their lifetime (historical context)?,c,great auk,D,d,thylacine (Tasmanian tiger),0
77,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following recently extinct animals could Nikola Tesla have seen alive in their lifetime?",c,great auk,D,d,thylacine (Tasmanian tiger),0
78,person_seen_recent_extinct,MCQ,"Historically, Which of the following recently extinct animals could Isaac Newton have seen alive in their lifetime?",d,thylacine (Tasmanian tiger),B,b,great auk,0
79,person_seen_recent_extinct,MCQ,"According to historians, Which of the following recently extinct animals could Isaac Newton have seen alive in their lifetime?",d,thylacine (Tasmanian tiger),B,b,great auk,0
80,person_seen_recent_extinct,MCQ,Which of the following recently extinct animals could Isaac Newton have seen alive in their lifetime (historical context)?,d,thylacine (Tasmanian tiger),B,b,great auk,0
81,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following recently extinct animals could Isaac Newton have seen alive in their lifetime?",d,thylacine (Tasmanian tiger),B,b,great auk,0
82,person_seen_recent_extinct,MCQ,"Historically, Could Leonardo da Vinci have seen the quagga alive in their lifetime?",a,Yes,B,b,No,0
83,person_seen_recent_extinct,MCQ,"According to historians, Could Leonardo da Vinci have seen the quagga alive in their lifetime?",a,Yes,B,b,No,0
84,person_seen_recent_extinct,MCQ,Could Leonardo da Vinci have seen the quagga alive in their lifetime (historical context)?,a,Yes,B,b,No,0
85,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Leonardo da Vinci have seen the quagga alive in their lifetime?",a,Yes,B,b,No,0
86,person_seen_recent_extinct,MCQ,"Historically, Could Leonardo da Vinci have seen the dodo alive in their lifetime?",b,No,B,b,No,1
87,person_seen_recent_extinct,MCQ,"According to historians, Could Leonardo da Vinci have seen the dodo alive in their lifetime?",b,No,B,b,No,1
88,person_seen_recent_extinct,MCQ,Could Leonardo da Vinci have seen the dodo alive in their lifetime (historical context)?,b,No,B,b,No,1
89,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Leonardo da Vinci have seen the dodo alive in their lifetime?",b,No,B,b,No,1
90,person_seen_recent_extinct,MCQ,"Historically, Could Isaac Newton have seen the Steller's sea cow alive in their lifetime?",b,No,B,b,No,1
91,person_seen_recent_extinct,MCQ,"According to historians, Could Isaac Newton have seen the Steller's sea cow alive in their lifetime?",b,No,B,b,No,1
92,person_seen_recent_extinct,MCQ,Could Isaac Newton have seen the Steller's sea cow alive in their lifetime (historical context)?,b,No,B,b,No,1
93,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Isaac Newton have seen the Steller's sea cow alive in their lifetime?",b,No,B,b,No,1
94,person_seen_recent_extinct,MCQ,"Historically, Which of the following people could have seen the passenger pigeon alive in their lifetime?",a,Mahatma Gandhi,B,b,Abraham Lincoln,0
95,person_seen_recent_extinct,MCQ,"According to historians, Which of the following people could have seen the passenger pigeon alive in their lifetime?",a,Mahatma Gandhi,B,b,Abraham Lincoln,0
96,person_seen_recent_extinct,MCQ,Which of the following people could have seen the passenger pigeon alive in their lifetime (historical context)?,a,Mahatma Gandhi,B,b,Abraham Lincoln,0
97,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following people could have seen the passenger pigeon alive in their lifetime?",a,Mahatma Gandhi,B,b,Abraham Lincoln,0
98,person_seen_recent_extinct,MCQ,"Historically, Could Jane Goodall have seen the passenger pigeon alive in their lifetime?",a,Yes,B,b,No,0
99,person_seen_recent_extinct,MCQ,"According to historians, Could Jane Goodall have seen the passenger pigeon alive in their lifetime?",a,Yes,B,b,No,0
100,person_seen_recent_extinct,MCQ,Could Jane Goodall have seen the passenger pigeon alive in their lifetime (historical context)?,a,Yes,B,b,No,0
101,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Jane Goodall have seen the passenger pigeon alive in their lifetime?",a,Yes,B,b,No,0
102,person_seen_recent_extinct,MCQ,"Historically, Which of the following people could have seen the quagga alive in their lifetime?",b,Abraham Lincoln,A,a,Charles Darwin,0
103,person_seen_recent_extinct,MCQ,"According to historians, Which of the following people could have seen the quagga alive in their lifetime?",b,Abraham Lincoln,A,a,Charles Darwin,0
104,person_seen_recent_extinct,MCQ,Which of the following people could have seen the quagga alive in their lifetime (historical context)?,b,Abraham Lincoln,A,a,Charles Darwin,0
105,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following people could have seen the quagga alive in their lifetime?",b,Abraham Lincoln,A,a,Charles Darwin,0
106,person_seen_recent_extinct,MCQ,"Historically, Which of the following recently extinct animals could Albert Einstein have seen alive in their lifetime?",b,quagga,C,c,thylacine (Tasmanian tiger),0
107,person_seen_recent_extinct,MCQ,"According to historians, Which of the following recently extinct animals could Albert Einstein have seen alive in their lifetime?",b,quagga,C,c,thylacine (Tasmanian tiger),0
108,person_seen_recent_extinct,MCQ,Which of the following recently extinct animals could Albert Einstein have seen alive in their lifetime (historical context)?,b,quagga,C,c,thylacine (Tasmanian tiger),0
109,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following recently extinct animals could Albert Einstein have seen alive in their lifetime?",b,quagga,C,c,thylacine (Tasmanian tiger),0
110,person_seen_recent_extinct,MCQ,"Historically, Could Nikola Tesla have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,A,a,Yes,0
111,person_seen_recent_extinct,MCQ,"According to historians, Could Nikola Tesla have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,A,a,Yes,0
112,person_seen_recent_extinct,MCQ,Could Nikola Tesla have seen the thylacine (Tasmanian tiger) alive in their lifetime (historical context)?,b,No,A,a,Yes,0
113,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Nikola Tesla have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,A,a,Yes,0
114,person_seen_recent_extinct,MCQ,"Historically, Could Leonardo da Vinci have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,B,b,No,1
115,person_seen_recent_extinct,MCQ,"According to historians, Could Leonardo da Vinci have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,B,b,No,1
116,person_seen_recent_extinct,MCQ,Could Leonardo da Vinci have seen the thylacine (Tasmanian tiger) alive in their lifetime (historical context)?,b,No,B,b,No,1
117,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Leonardo da Vinci have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,B,b,No,1
118,person_seen_recent_extinct,MCQ,"Historically, Could Marie Curie have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,A,a,Yes,0
119,person_seen_recent_extinct,MCQ,"According to historians, Could Marie Curie have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,A,a,Yes,0
120,person_seen_recent_extinct,MCQ,Could Marie Curie have seen the thylacine (Tasmanian tiger) alive in their lifetime (historical context)?,b,No,A,a,Yes,0
121,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Marie Curie have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,A,a,Yes,0
122,person_seen_recent_extinct,MCQ,"Historically, Could Nikola Tesla have seen the quagga alive in their lifetime?",a,Yes,A,a,Yes,1
123,person_seen_recent_extinct,MCQ,"According to historians, Could Nikola Tesla have seen the quagga alive in their lifetime?",a,Yes,A,a,Yes,1
124,person_seen_recent_extinct,MCQ,Could Nikola Tesla have seen the quagga alive in their lifetime (historical context)?,a,Yes,A,a,Yes,1
125,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Nikola Tesla have seen the quagga alive in their lifetime?",a,Yes,A,a,Yes,1
126,person_seen_recent_extinct,MCQ,"Historically, Which of the following people could have seen the dodo alive in their lifetime?",b,Jane Goodall,A,a,Leonardo da Vinci,0
127,person_seen_recent_extinct,MCQ,"According to historians, Which of the following people could have seen the dodo alive in their lifetime?",b,Jane Goodall,A,a,Leonardo da Vinci,0
128,person_seen_recent_extinct,MCQ,Which of the following people could have seen the dodo alive in their lifetime (historical context)?,b,Jane Goodall,A,a,Leonardo da Vinci,0
129,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following people could have seen the dodo alive in their lifetime?",b,Jane Goodall,A,a,Leonardo da Vinci,0
130,person_seen_recent_extinct,MCQ,"Historically, Could Leonardo da Vinci have seen the passenger pigeon alive in their lifetime?",b,No,B,b,No,1
131,person_seen_recent_extinct,MCQ,"According to historians, Could Leonardo da Vinci have seen the passenger pigeon alive in their lifetime?",b,No,B,b,No,1
132,person_seen_recent_extinct,MCQ,Could Leonardo da Vinci have seen the passenger pigeon alive in their lifetime (historical context)?,b,No,B,b,No,1
133,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Leonardo da Vinci have seen the passenger pigeon alive in their lifetime?",b,No,B,b,No,1
134,person_seen_recent_extinct,MCQ,"Historically, Which of the following people could have seen the great auk alive in their lifetime?",a,Leonardo da Vinci,B,b,Isaac Newton,0
135,person_seen_recent_extinct,MCQ,"According to historians, Which of the following people could have seen the great auk alive in their lifetime?",a,Leonardo da Vinci,B,b,Isaac Newton,0
136,person_seen_recent_extinct,MCQ,Which of the following people could have seen the great auk alive in their lifetime (historical context)?,a,Leonardo da Vinci,B,b,Isaac Newton,0
137,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following people could have seen the great auk alive in their lifetime?",a,Leonardo da Vinci,B,b,Isaac Newton,0
138,person_seen_recent_extinct,MCQ,"Historically, Which of the following recently extinct animals could Abraham Lincoln have seen alive in their lifetime?",c,Steller's sea cow,D,d,passenger pigeon,0
139,person_seen_recent_extinct,MCQ,"According to historians, Which of the following recently extinct animals could Abraham Lincoln have seen alive in their lifetime?",c,Steller's sea cow,D,d,passenger pigeon,0
140,person_seen_recent_extinct,MCQ,Which of the following recently extinct animals could Abraham Lincoln have seen alive in their lifetime (historical context)?,c,Steller's sea cow,D,d,passenger pigeon,0
141,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following recently extinct animals could Abraham Lincoln have seen alive in their lifetime?",c,Steller's sea cow,D,d,passenger pigeon,0
142,person_seen_recent_extinct,MCQ,"Historically, Could Jane Goodall have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,A,a,Yes,0
143,person_seen_recent_extinct,MCQ,"According to historians, Could Jane Goodall have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,B,b,No,1
144,person_seen_recent_extinct,MCQ,Could Jane Goodall have seen the thylacine (Tasmanian tiger) alive in their lifetime (historical context)?,b,No,A,a,Yes,0
145,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Jane Goodall have seen the thylacine (Tasmanian tiger) alive in their lifetime?",b,No,A,a,Yes,0
146,person_seen_recent_extinct,MCQ,"Historically, Could Abraham Lincoln have seen the great auk alive in their lifetime?",b,No,A,a,Yes,0
147,person_seen_recent_extinct,MCQ,"According to historians, Could Abraham Lincoln have seen the great auk alive in their lifetime?",b,No,A,a,Yes,0
148,person_seen_recent_extinct,MCQ,Could Abraham Lincoln have seen the great auk alive in their lifetime (historical context)?,b,No,A,a,Yes,0
149,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Abraham Lincoln have seen the great auk alive in their lifetime?",b,No,A,a,Yes,0
150,person_seen_recent_extinct,MCQ,"Historically, Could Mahatma Gandhi have seen the great auk alive in their lifetime?",a,Yes,B,b,No,0
151,person_seen_recent_extinct,MCQ,"According to historians, Could Mahatma Gandhi have seen the great auk alive in their lifetime?",a,Yes,B,b,No,0
152,person_seen_recent_extinct,MCQ,Could Mahatma Gandhi have seen the great auk alive in their lifetime (historical context)?,a,Yes,B,b,No,0
153,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Could Mahatma Gandhi have seen the great auk alive in their lifetime?",a,Yes,B,b,No,0
154,person_seen_recent_extinct,MCQ,"Historically, Which of the following people could have seen the Steller's sea cow alive in their lifetime?",b,Albert Einstein,A,a,Isaac Newton,0
155,person_seen_recent_extinct,MCQ,"According to historians, Which of the following people could have seen the Steller's sea cow alive in their lifetime?",b,Albert Einstein,A,a,Isaac Newton,0
156,person_seen_recent_extinct,MCQ,Which of the following people could have seen the Steller's sea cow alive in their lifetime (historical context)?,b,Albert Einstein,A,a,Isaac Newton,0
157,person_seen_recent_extinct,MCQ,"In history exams, students may be asked: Which of the following people could have seen the Steller's sea cow alive in their lifetime?",b,Albert Einstein,A,a,Isaac Newton,0
158,person_seen_recent_extinct,MCQ,"Historically, Which of the following recently extinct animals could Charles Darwin have seen alive in their lifetime?",d,Steller's sea cow,C,c,quagga,0
159,person_seen_recent_extinct,MCQ,"According to historians, Which of the following recently extinct animals could Charles Darwin have seen alive in their lifetime?",d,Steller's sea cow,A,a,great auk,0
160,person_seen_recent_extinct,MCQ,Which of the following recently extinct animals could Charles Darwin have seen alive in their lifetime (historical context)?,d,Steller's sea cow,A,a,great auk,0
161,person_seen_extinct_tf,TF,Is it possible that Isaac Newton has seen the Steller's sea cow in their lifetime?,b,False,False,b,False,1
162,person_seen_extinct_tf,TF,Is it possible that Isaac Newton has seen the dodo in their lifetime?,b,False,True,a,True,0
163,person_seen_extinct_tf,TF,Is it possible that Nelson Mandela has seen the Steller's sea cow in their lifetime?,b,False,False,b,False,1
164,person_seen_extinct_tf,TF,Is it possible that Charles Darwin has seen the Steller's sea cow in their lifetime?,b,False,False,b,False,1
165,person_seen_extinct_tf,TF,Is it possible that Mahatma Gandhi has seen the Steller's sea cow in their lifetime?,a,True,False,b,False,0
166,person_seen_extinct_tf,TF,Is it possible that Abraham Lincoln has seen the thylacine (Tasmanian tiger) in their lifetime?,b,False,True,a,True,0
167,person_seen_extinct_tf,TF,Is it possible that Leonardo da Vinci has seen the thylacine (Tasmanian tiger) in their lifetime?,b,False,False,b,False,1
168,person_seen_extinct_tf,TF,Is it possible that Nikola Tesla has seen the Steller's sea cow in their lifetime?,b,False,False,b,False,1
169,person_seen_extinct_tf,TF,Is it possible that Mahatma Gandhi has seen the passenger pigeon in their lifetime?,b,False,True,a,True,0
170,person_seen_extinct_tf,TF,Is it possible that Leonardo da Vinci has seen the passenger pigeon in their lifetime?,b,False,False,b,False,1
171,person_seen_extinct_tf,TF,Is it possible that Nikola Tesla has seen the Steller's sea cow in their lifetime?,a,True,False,b,False,0
172,person_seen_extinct_tf,TF,Is it possible that Charles Darwin has seen the passenger pigeon in their lifetime?,a,True,True,a,True,1
173,person_seen_extinct_tf,TF,Is it possible that Mahatma Gandhi has seen the great auk in their lifetime?,a,True,False,b,False,0
174,person_seen_extinct_tf,TF,Is it possible that Amelia Earhart has seen the dodo in their lifetime?,a,True,False,b,False,0
175,person_seen_extinct_tf,TF,Is it possible that Marie Curie has seen the thylacine (Tasmanian tiger) in their lifetime?,a,True,True,a,True,1
176,person_seen_extinct_tf,TF,Is it possible that Albert Einstein has seen the Steller's sea cow in their lifetime?,a,True,False,b,False,0
177,person_seen_extinct_tf,TF,Is it possible that Jane Goodall has seen the Steller's sea cow in their lifetime?,b,False,False,b,False,1
178,person_seen_extinct_tf,TF,Is it possible that Mahatma Gandhi has seen the passenger pigeon in their lifetime?,b,False,True,a,True,0
179,person_seen_extinct_tf,TF,Is it possible that Jane Goodall has seen the quagga in their lifetime?,a,True,False,b,False,0
180,person_seen_extinct_tf,TF,Is it possible that Winston Churchill has seen the dodo in their lifetime?,b,False,False,b,False,1
181,person_seen_extinct_tf,TF,Is it possible that Abraham Lincoln has seen the great auk in their lifetime?,a,True,True,a,True,1
182,person_seen_extinct_tf,TF,Is it possible that Mahatma Gandhi has seen the thylacine (Tasmanian tiger) in their lifetime?,a,True,True,a,True,1
183,person_seen_extinct_tf,TF,Is it possible that Amelia Earhart has seen the thylacine (Tasmanian tiger) in their lifetime?,a,True,True,a,True,1
184,person_seen_extinct_tf,TF,Is it possible that Jane Goodall has seen the Steller's sea cow in their lifetime?,b,False,False,b,False,1
185,person_seen_extinct_tf,TF,Is it possible that Leonardo da Vinci has seen the passenger pigeon in their lifetime?,b,False,False,b,False,1
186,person_seen_extinct_tf,TF,Is it possible that Marie Curie has seen the great auk in their lifetime?,a,True,False,b,False,0
187,person_seen_extinct_tf,TF,Is it possible that Florence Nightingale has seen the thylacine (Tasmanian tiger) in their lifetime?,b,False,True,a,True,0
188,person_seen_extinct_tf,TF,Is it possible that Marie Curie has seen the thylacine (Tasmanian tiger) in their lifetime?,b,False,True,a,True,0
189,person_seen_extinct_tf,TF,Is it possible that Charles Darwin has seen the great auk in their lifetime?,b,False,True,a,True,0
190,person_seen_extinct_tf,TF,Is it possible that Florence Nightingale has seen the great auk in their lifetime?,b,False,True,a,True,0
191,person_seen_extinct_tf,TF,Is it possible that Charles Darwin has seen the thylacine (Tasmanian tiger) in their lifetime?,a,True,True,a,True,1
192,person_seen_extinct_tf,TF,Is it possible that Mahatma Gandhi has seen the Steller's sea cow in their lifetime?,a,True,False,b,False,0
