question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
54,unknown,TF,The First Indochina War Begins occurred before the Khrushchev's Secret Speech and after the Establishment of the Republic of Korea.,b,False,True,a,True,0
55,unknown,TF,The Japanese Occupation of Malaya occurred before the Korean War Involvement and after the Japanese Occupation of Malaya.,a,True,True,a,True,1
56,unknown,TF,The Financial Crisis in Russia occurred before the Joseph Kony Insurgency Declines and after the Vancouver Winter Olympics.,b,False,True,a,True,0
57,unknown,TF,The Presidential Transition occurred before the Hirak Protest Movement and after the Malaysia Airlines Flight MH370 Disappearance.,a,True,True,a,True,1
58,unknown,TF,The Establishment of the Juche Ideology occurred before the Tokyo Olympics and after the Establishment of the Fifth Republic.,b,False,True,a,True,0
59,unknown,TF,The London Underground Bombings occurred before the Catalan Independence Referendum and after the Fall of Gaddafi.,b,False,True,a,True,0
60,unknown,TF,The Nationalization of Oil Industry occurred before the Independence from France and after the Korean War Involvement.,a,True,False,b,False,0
61,unknown,TF,The Green Movement occurred before the Citizenship Amendment Act (CAA) Implementation and after the Theresa May becomes Prime Minister.,b,False,True,a,True,0
62,unknown,TF,The New Zealand Signs Kyoto Protocol occurred before the Moscow Theater Hostage Crisis and after the Motorway Network Development.,a,True,True,a,True,1
63,unknown,TF,The Shanghai World Expo occurred before the Death of Islam Karimov and after the Second Nuclear Test.,a,True,True,a,True,1
64,unknown,TF,The Foreshore and Seabed Controversy occurred before the Right to Information Act Enacted and after the Saudi Arabia Joins the WTO.,b,False,True,a,True,0
65,unknown,TF,The Introduction of Modern Education occurred before the National Party Founded and after the Reserve Bank of India (RBI).,b,False,True,a,True,0
66,unknown,TF,The Women's Suffrage Achieved occurred before the Battle of Vimy Ridge and after the Constitutional Revolution.,b,False,True,a,True,0
67,unknown,TF,The Abolition of FATA occurred before the Decriminalization of Homosexuality and after the Tigray Conflict Begins.,b,False,False,b,False,1
68,unknown,TF,The Moscow Theater Hostage Crisis occurred before the Costa Concordia Shipwreck and after the Nirbhaya Case.,b,False,False,b,False,1
69,unknown,TF,The September 11 Attacks occurred before the Sidoarjo Mud Flow and after the Hurricane Katrina.,b,False,False,b,False,1
70,unknown,TF,The Stonewall Riots occurred before the Bloody Sunday in Northern Ireland and after the Suvadive Rebellion.,a,True,True,a,True,1
71,unknown,TF,The Italian Invasion of Libya occurred before the Halifax Explosion and after the Xinhai Revolution and the End of Imperial China.,a,True,True,a,True,1
72,unknown,TF,The Reunification of Vietnam occurred before the Operation Carlota Ends and after the Falklands War.,b,False,False,b,False,1
73,unknown,TF,The Sinhala Only Act occurred before the Independence from the United Kingdom and after the Australian Citizenship Act.,a,True,False,b,False,0
74,unknown,TF,The Skripal Poisoning Incident occurred before the Political Crisis and State of Emergency and after the Decriminalisation of Section 377.,b,False,False,b,False,1
75,unknown,TF,The Formation of the Māori Party occurred before the Start of Swachh Bharat Mission and after the Wenzhou Train Collision.,b,False,True,a,True,0
76,unknown,TF,The Land Reform Program Begins occurred before the Belt and Road Initiative Announced and after the China Joins the World Trade Organization (WTO).,b,False,True,a,True,0
77,unknown,TF,The China Joins the World Trade Organization (WTO) occurred before the Riyadh Compound Bombings and after the Namibian Independence.,a,True,True,a,True,1
78,unknown,TF,The National Health Service Established occurred before the Maria Hertogh Riots and after the Discovery of Oil.,a,True,True,a,True,1
79,unknown,TF,The US Recognition of Jerusalem as Israel's Capital occurred before the Coup d'état Leads to Mugabe's Resignation and after the Historic US Presidential Visit to Vietnam.,a,True,True,a,True,1
80,unknown,TF,The Kandahar Hijacking (IC 814) occurred before the End of Sierra Leone Civil War and after the Charlottetown Accord Referendum.,a,True,True,a,True,1
81,unknown,TF,The Japan's Surrender in World War II occurred before the Establishment of the National Assembly and after the Soviet Occupation of North Korea.,b,False,True,a,True,0
82,unknown,TF,The Union of Tanganyika and Zanzibar occurred before the Aldo Moro Kidnapping and Murder and after the Fall of Saigon.,b,False,True,a,True,0
83,unknown,TF,The Economic Development occurred before the Idi Amin's Regime and after the Cuban Missile Crisis.,a,True,True,a,True,1
84,unknown,TF,The Mani Pulite (Clean Hands) Investigation Begins occurred before the Comprehensive Peace Agreement and after the Kargil War.,b,False,False,b,False,1
85,unknown,TF,The Tham Luang Cave Rescue occurred before the Abolition of FATA and after the Assassination of Benazir Bhutto.,a,True,True,a,True,1
86,unknown,TF,The Moscow Conference of Foreign Ministers occurred before the Atomic Bombings of Hiroshima and Nagasaki and after the Continuation War.,a,True,True,a,True,1
87,unknown,TF,The Vancouver Winter Olympics occurred before the Women Allowed to Drive and after the Grenfell Tower Fire.,b,False,False,b,False,1
88,unknown,TF,The Korean War Involvement occurred before the Australia's Involvement in the Vietnam War and after the Independence from France.,b,False,True,a,True,0
89,unknown,TF,The Korean War occurred before the Algerian War of Independence and after the Formation of the United Malays National Organisation.,a,True,True,a,True,1
90,unknown,TF,The Oil Crisis and Economic Shift occurred before the Independence from Portugal and after the The Prague Spring and its Suppression.,a,True,False,b,False,0
91,unknown,TF,The Tsunami Disaster occurred before the Appointment of Abiy Ahmed and after the Tham Luang Cave Rescue.,b,False,False,b,False,1
92,unknown,TF,The China Hosts the Olympic Games occurred before the National Action Plan Against Terrorism and after the Formation of the Māori Party.,a,True,True,a,True,1
93,unknown,TF,The Introduction of the Universal Health Care System occurred before the MV Doña Paz Collision and after the Cable Car Disaster.,b,False,True,a,True,0
94,unknown,TF,The Signing of the Treaty of Rome occurred before the Formation of Malaysia and after the Independence from France.,b,False,True,a,True,0
95,unknown,TF,The Independence from the Soviet Union occurred before the 'Tampa' Refugee Crisis and after the National Database and Registration Authority (NADRA) Establishment.,b,False,True,a,True,0
96,unknown,TF,The Rogernomics Initiatives Begin occurred before the New Zealand Bill of Rights Act and after the Japan Airlines Flight 123.,b,False,True,a,True,0
97,unknown,TF,The ANZUS Treaty Signing occurred before the Baghdad Pact and after the Italy Enters World War II.,a,True,True,a,True,1
98,unknown,TF,The Belt and Road Initiative Announced occurred before the Khashoggi Assassination and after the Law of Historical Memory.,a,True,True,a,True,1
99,unknown,TF,The Stalin's Great Purge occurred before the Introduction of Free Education Act and after the New Zealand Expeditionary Force in WWII.,b,False,False,b,False,1
100,unknown,TF,The Signing of the ANZUS Treaty occurred before the Income Doubling Plan Announced and after the Maria Hertogh Riots.,a,True,True,a,True,1
101,unknown,TF,The Victory over Terrorism Day occurred before the First Mars Helicopter Flight and after the National Action Plan Against Terrorism.,b,False,True,a,True,0
102,unknown,TF,The Australia's First Female Prime Minister occurred before the Protests Against Corruption and Unemployment and after the Repeal of Carbon Tax.,b,False,False,b,False,1
103,unknown,TF,The Merger with Malaysia occurred before the Flooding of the Arno River and after the Independence from the United Kingdom.,a,True,True,a,True,1
104,unknown,TF,The National Database and Registration Authority (NADRA) Establishment occurred before the China Joins the World Trade Organization (WTO) and after the Constitutional Crisis in Russia.,a,True,True,a,True,1
105,unknown,TF,The Moon Landing (Apollo 11) occurred before the Ethiopian Revolution and after the Sharpeville Massacre.,a,True,True,a,True,1
106,unknown,TF,The Lapland War occurred no later than the Saudi Arabia Becomes a Member of the UN and no earlier than the Social Security Act.,a,True,True,a,True,1
107,unknown,TF,The Establishment of the University of Ceylon occurred no later than the Cripps Mission and no earlier than the Women Gain the Right to Vote.,b,False,True,a,True,0
108,unknown,TF,The Gacaca Courts Initiated occurred no later than the Tiananmen Square Protests and no earlier than the ANZUS Treaty Suspension.,b,False,True,a,True,0
109,unknown,TF,The Deng Xiaoping's Southern Tour occurred no later than the Namibian Independence and no earlier than the Enactment of the Patriot Act.,b,False,False,b,False,1
110,unknown,TF,The Kokoda Trail Campaign occurred no later than the Integration of Princely States and no earlier than the National Health Service Established.,b,False,True,a,True,0
111,unknown,TF,The Constitution of India Adopted occurred no later than the Maria Hertogh Riots and no earlier than the Dahomey (Benin) Independence.,b,False,True,a,True,0
112,unknown,TF,The State Housing Introduced occurred no later than the Establishment of Sharia Law and no earlier than the Labour Party Elected for the First Time.,b,False,False,b,False,1
113,unknown,TF,The France Bans Smoking in Public Places occurred no later than the King Abdullah's Ascension and no earlier than the Political Crisis and State of Emergency.,b,False,True,a,True,0
114,unknown,TF,The Murdered and Missing Indigenous Women Inquiry occurred no later than the Housing Market Crash and Great Recession and no earlier than the Launch of James Webb Space Telescope.,b,False,False,b,False,1
115,unknown,TF,The March on Washington for Jobs and Freedom occurred no later than the Independence and Unification and no earlier than the Osaka Expo '70.,b,False,False,b,False,1
116,unknown,TF,The Establishment of the Provisional Government occurred no later than the Creation of Iraq by the League of Nations and no earlier than the Alash Autonomy Declaration.,a,True,True,a,True,1
117,unknown,TF,The Women's Suffrage Achieved occurred no later than the Halifax Explosion and no earlier than the Amalgamation of Northern and Southern Protectorates.,b,False,True,a,True,0
118,unknown,TF,The Introduction of a Multiparty System occurred no later than the Introduction of Television and no earlier than the Port Arthur Massacre.,b,False,False,b,False,1
119,unknown,TF,The THAAD Deployment Controversy occurred no later than the George Floyd Protests and Derek Chauvin Trial and no earlier than the Political Crisis and State of Emergency.,b,False,True,a,True,0
120,unknown,TF,The Affordable Care Act (Obamacare) Implementation occurred no later than the Riyadh Compound Bombings and no earlier than the India's First Hyperloop Project Announcement.,b,False,False,b,False,1
121,unknown,TF,The Women's Franchise Act Passed occurred no later than the Annexation of Hejaz and no earlier than the Introduction of Modern Education.,b,False,True,a,True,0
122,unknown,TF,The Creation of the Canadian Flag occurred no later than the Maria Hertogh Riots and no earlier than the Independence from France.,b,False,False,b,False,1
123,unknown,TF,The Protection of Women Act occurred no later than the Sidoarjo Mud Flow and no earlier than the Right to Education Act.,b,False,False,b,False,1
124,unknown,TF,The Constitution of India Adopted occurred no later than the Women Gain the Right to Vote and no earlier than the Signing of the ANZUS Treaty.,b,False,True,a,True,0
125,unknown,TF,The Benazir Income Support Programme Launch occurred no later than the Costa Concordia Shipwreck and no earlier than the Libyan Civil War.,b,False,True,a,True,0
126,unknown,TF,The First Constitution of Maldives occurred no later than the Reza Shah's Modernization Efforts and no earlier than the Kronstadt Rebellion.,b,False,False,b,False,1
127,unknown,TF,The Fall of Blaise Compaoré occurred no later than the Vietnam Hosts APEC Summit and no earlier than the ETA's Permanent Ceasefire.,a,True,True,a,True,1
128,unknown,TF,The AirAsia Flight QZ8501 occurred no later than the Vancouver Winter Olympics and no earlier than the Xi Jinping Assumes Presidency.,b,False,False,b,False,1
129,unknown,TF,The Aldo Moro Kidnapping and Murder occurred no later than the Laju Ferry Hijacking and no earlier than the First Nuclear Test (Smiling Buddha).,b,False,True,a,True,0
130,unknown,TF,The Income Doubling Plan Announced occurred no later than the Division of Korea and no earlier than the Nationalization of Oil Industry.,b,False,True,a,True,0
131,unknown,TF,The Battle of Singapore occurred no later than the Battle of Algiers and no earlier than the Attack on Pearl Harbor.,a,True,True,a,True,1
132,unknown,TF,The Pakatan Harapan Electoral Victory occurred no later than the Kartarpur Corridor Opening and no earlier than the Coup d'état.,a,True,True,a,True,1
133,unknown,TF,The SARS Epidemic occurred no later than the Law of Historical Memory and no earlier than the Women's Protection Bill.,b,False,True,a,True,0
134,unknown,TF,The Australian Citizenship Act occurred no later than the Labour Party Elected for the First Time and no earlier than the Establishment of King Abdulaziz University.,b,False,False,b,False,1
135,unknown,TF,The Algerian Civil War Ends occurred no later than the Rwandan Genocide and no earlier than the Constitutional Crisis in Russia.,b,False,True,a,True,0
136,unknown,TF,The Independence from Britain occurred no later than the Ethiopian Revolution and no earlier than the Tiananmen Square Protests.,b,False,False,b,False,1
137,unknown,TF,The Citizenship Amendment Act (CAA) Implementation occurred no later than the Malaysia Airlines Flight MH370 Disappearance and no earlier than the FATF Grey List.,b,False,False,b,False,1
138,unknown,TF,The Panama Papers Case & Disqualification of PM Nawaz Sharif occurred no later than the Reiwa Era Begins and no earlier than the Currency Convertibility Introduced.,a,True,True,a,True,1
139,unknown,TF,The Japanese Occupation of Malaya occurred no later than the Integration of Princely States and no earlier than the Suez Crisis.,b,False,False,b,False,1
140,unknown,TF,The Stonewall Riots occurred no later than the First Executive President Elected and no earlier than the Moon Landing (Apollo 11).,a,True,False,b,False,0
141,unknown,TF,The Formation of Federation of Malaya occurred no later than the Liberation of Denmark and no earlier than the Suez Crisis.,b,False,True,a,True,0
142,unknown,TF,The First Television Broadcast by BBC occurred no later than the Internment of Japanese Canadians and no earlier than the Kokoda Trail Campaign.,b,False,True,a,True,0
143,unknown,TF,The Australian Involvement in WWII Begins occurred no later than the Cripps Mission and no earlier than the Compulsory Military Training Introduced.,b,False,False,b,False,1
144,unknown,TF,The Lapland War occurred no later than the Marco Polo Bridge Incident and no earlier than the Establishment of King Abdulaziz University.,b,False,False,b,False,1
145,unknown,TF,The Moon Landing (Apollo 11) occurred no later than the Independence from Britain and no earlier than the Reunification of Vietnam.,b,False,False,b,False,1
146,unknown,TF,The Khashoggi Assassination occurred no later than the Historic US Presidential Visit to Vietnam and no earlier than the US Withdrawal from the JCPOA.,b,False,True,a,True,0
147,unknown,TF,The Black Saturday Bushfires occurred no later than the Start of Swachh Bharat Mission and no earlier than the Catalan Independence Referendum.,b,False,False,b,False,1
148,unknown,TF,The Women's Suffrage (19th Amendment) occurred no later than the Bukharan People's Soviet Republic Formed and no earlier than the Introduction of First Constitution.,b,False,True,a,True,0
149,unknown,TF,The South China Sea Arbitration Ruling occurred no later than the Independence from Sudan and no earlier than the Ram Mandir Bhoomi Pujan.,b,False,False,b,False,1
150,unknown,TF,The Historic Solar Alliance Initiative occurred no later than the India's Demonetisation Campaign and no earlier than the L'Aquila Earthquake.,a,True,True,a,True,1
151,unknown,TF,The Surrender of Singapore to Japan occurred no later than the Jeju Uprising and no earlier than the Independence from British Rule.,b,False,False,b,False,1
152,unknown,TF,The Theresa May becomes Prime Minister occurred no later than the Tsunami Disaster and no earlier than the Hurricane Sandy.,b,False,False,b,False,1
153,unknown,TF,The Establishment of King Abdulaziz University occurred no later than the First Indochina War Begins and no earlier than the Continuation War.,b,False,True,a,True,0
154,unknown,TF,The Independence from Belgium occurred no later than the Free Health Policy Implementation and no earlier than the Australian Citizenship Act.,b,False,False,b,False,1
155,unknown,TF,The Establishment of King Abdulaziz University occurred no later than the Maria Hertogh Riots and no earlier than the Jeju Uprising.,a,True,True,a,True,1
156,unknown,TF,The Ethiopian Revolution occurred no later than the Decriminalization of Homosexuality and no earlier than the Sigiriya Designated as a UNESCO World Heritage Site.,b,False,True,a,True,0
157,unknown,TF,The Stonewall Riots occurred no later than the Flooding of the Arno River and no earlier than the Suez Crisis.,b,False,True,a,True,0
158,unknown,TF,The Queen Elizabeth II's Coronation occurred no later than the Free Health Policy Implementation and no earlier than the Baghdad Pact.,b,False,True,a,True,0
159,unknown,TF,The Austerity Measures During Crisis occurred no later than the Australia's First Female Prime Minister and no earlier than the Good Friday Agreement.,a,True,True,a,True,1
160,unknown,TF,The Japanese Occupation of Vietnam occurred no later than the Australian Citizenship Act and no earlier than the Reserve Bank of India (RBI).,a,True,True,a,True,1
161,unknown,TF,The Moscow Conference of Foreign Ministers occurred no later than the Reserve Bank of India (RBI) and no earlier than the Manchurian Incident.,b,False,True,a,True,0
162,unknown,TF,The Australian Citizenship Act occurred no later than the Independence from France and no earlier than the Independence from Britain.,b,False,False,b,False,1
163,unknown,TF,The Chernobyl Nuclear Disaster occurred no later than the ANZUS Treaty Suspension and no earlier than the 'Tampa' Refugee Crisis.,b,False,False,b,False,1
164,unknown,TF,The First Round Table Conference occurred no later than the Faisal I Becomes King of Iraq and no earlier than the First Constitution of Maldives.,b,False,True,a,True,0
165,unknown,TF,The Saudi Arabia Becomes a Member of the UN occurred no later than the Great Leap Forward and no earlier than the Indus Water Treaty.,b,False,True,a,True,0
166,unknown,TF,The Repeal of Carbon Tax occurred no later than the Supreme Court Overturns Roe v. Wade and no earlier than the Libyan Civil War.,a,True,False,b,False,0
167,unknown,TF,The Assassination of President John F. Kennedy occurred no later than the Founding of the People's Republic of China and no earlier than the Cuban Missile Crisis.,b,False,False,b,False,1
168,unknown,TF,The Comprehensive Peace Agreement occurred no later than the Land Reform Program Begins and no earlier than the 'Tampa' Refugee Crisis.,b,False,True,a,True,0
169,unknown,TF,The Black Saturday Bushfires occurred no later than the Kyoto Protocol on Climate Change and no earlier than the End of Sierra Leone Civil War.,b,False,True,a,True,0
170,unknown,TF,The Battle of Điện Biên Phủ occurred no later than the Japan's Surrender in World War II and no earlier than the Cripps Mission.,b,False,False,b,False,1
171,unknown,TF,The New Zealand's First Female Prime Minister occurred no later than the Kargil Conflict and no earlier than the Green Movement.,b,False,True,a,True,0
172,unknown,TF,The October Revolution occurred no later than the Sydney Harbour Bridge Opens and no earlier than the Prohibition Era Begins.,b,False,True,a,True,0
173,unknown,TF,The Chernobyl Nuclear Disaster occurred no later than the Boris Yeltsin Elected as First President of Russia and no earlier than the China Joins the World Trade Organization (WTO).,b,False,False,b,False,1
174,unknown,TF,The Eritrean Independence Referendum occurred no later than the Motorway Network Development and no earlier than the Saudi Arabia Joins the WTO.,b,False,False,b,False,1
175,unknown,TF,The Formation of the United Malays National Organisation occurred no later than the Virgin Lands Campaign and no earlier than the Decolonization Begins.,b,False,True,a,True,0
176,unknown,TF,The Indian Independence occurred no later than the Discovery of Oil and no earlier than the Maria Hertogh Riots.,b,False,False,b,False,1
177,unknown,TF,The Indian Mars Orbiter Mission Success occurred no later than the Australia's First Female Prime Minister and no earlier than the First Mars Helicopter Flight.,b,False,False,b,False,1
178,unknown,TF,The Compulsory Military Training Introduced occurred no later than the Independence from France and no earlier than the Assassination of President John F. Kennedy.,b,False,False,b,False,1
179,unknown,TF,The Saudi Intervention in Yemen occurred before the Imran Khan Elected as Prime Minister.,a,True,True,a,True,1
180,unknown,TF,The Kyoto Protocol on Climate Change occurred before the First Human DNA Sequencing.,b,False,True,a,True,0
181,unknown,TF,The Introduction of Free Education Act occurred after the Division of Korea.,b,False,False,b,False,1
182,unknown,TF,The August Revolution occurred before the Return of the British.,b,False,True,a,True,0
183,unknown,TF,The Independence from the Soviet Union occurred before the Mani Pulite (Clean Hands) Investigation Begins.,a,True,True,a,True,1
184,unknown,TF,The Introduction of Nuclear Free Zone occurred after the Namibian Independence.,b,False,False,b,False,1
185,unknown,TF,The Whitlam Government Dismissal occurred before the Fall of Saigon.,b,False,True,a,True,0
186,unknown,TF,The Attack on Pearl Harbor occurred before the First Indochina War Begins.,a,True,True,a,True,1
187,unknown,TF,The Marco Polo Bridge Incident occurred after the Long March.,a,True,True,a,True,1
188,unknown,TF,The Quit India Movement occurred after the Liberation of Denmark.,b,False,False,b,False,1
189,unknown,TF,The Saudi Intervention in Yemen occurred after the Political Crisis and State of Emergency.,b,False,True,a,True,0
190,unknown,TF,The Korean War Involvement occurred before the Creation of Pakistan.,b,False,False,b,False,1
191,unknown,TF,The Independence from Belgium occurred after the Assassination of President John F. Kennedy.,b,False,False,b,False,1
192,unknown,TF,The Scottish Independence Referendum occurred after the Historic US Presidential Visit to Vietnam.,b,False,True,a,True,0
193,unknown,TF,The Catalan Independence Referendum occurred before the Comprehensive Agreement on Investment with the EU.,a,True,True,a,True,1
194,unknown,TF,The Protection of Women Act occurred before the Assassination of Benazir Bhutto.,a,True,True,a,True,1
195,unknown,TF,The India's Demonetisation Campaign occurred before the Triple Talaq Bill Passed.,a,True,True,a,True,1
196,unknown,TF,The Presidential Election Victory of Ibrahim Solih occurred after the Tham Luang Cave Rescue.,b,False,True,a,True,0
197,unknown,TF,The Formation of Federation of Malaya occurred after the Maria Hertogh Riots.,b,False,True,a,True,0
198,unknown,TF,The Independence from Belgium occurred before the Signing of the Treaty of Rome.,b,False,True,a,True,0
199,unknown,TF,The Dissolution of the Soviet Union occurred after the Operation Carlota Ends.,a,True,True,a,True,1
200,unknown,TF,The Start of Swachh Bharat Mission occurred after the Reiwa Era Begins.,b,False,False,b,False,1
201,unknown,TF,The Nationalization of Oil Industry occurred before the ANZUS Treaty Signing.,b,False,False,b,False,1
202,unknown,TF,The Forced Collectivization by Soviets occurred before the First Round Table Conference.,b,False,True,a,True,0
203,unknown,TF,The Victory over Terrorism Day occurred before the Introduction of a Multiparty System.,b,False,True,a,True,0
204,unknown,TF,The Grenfell Tower Fire occurred after the Tigray Conflict Begins.,b,False,False,b,False,1
205,unknown,TF,The Start of Swachh Bharat Mission occurred before the Xi Jinping Assumes Presidency.,b,False,False,b,False,1
206,unknown,TF,The Independence from the United Kingdom occurred after the Vietnam War Involvement.,b,False,False,b,False,1
207,unknown,TF,The Pulwama Terrorist Attack occurred after the Women Allowed to Drive.,a,True,True,a,True,1
