question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
69,TF,Algeria was established before Mali.,b,False,False,b,False,1
70,TF,Myanmar was established before India.,b,False,False,b,False,1
71,TF,Chad was established before Maldives.,a,True,True,a,True,1
72,TF,Israel was established before China.,a,True,True,a,True,1
73,TF,Guinea was established before Mauritania.,a,True,True,a,True,1
74,TF,Myanmar was established before Jordan.,b,False,False,b,False,1
75,TF,Nigeria was established before Kenya.,a,True,True,a,True,1
76,TF,Ivory Coast was established before Malaysia.,b,False,True,a,True,0
77,TF,Burkina Faso was established before Gambia.,a,True,True,a,True,1
78,TF,Chad was established before Mauritania.,b,False,True,a,True,0
79,TF,Mauritania was established before Burundi.,a,True,True,a,True,1
80,TF,Cyprus was established before Malawi.,a,True,True,a,True,1
81,TF,Chile was established before Costa Rica.,a,True,True,a,True,1
82,TF,Laos was established before China.,b,False,False,b,False,1
83,TF,Chad was established before Malta.,a,True,True,a,True,1
84,TF,Malta was established before Benin.,b,False,False,b,False,1
85,TF,Guatemala was established before Costa Rica.,b,False,True,a,True,0
86,TF,Egypt was established before Ghana.,a,True,True,a,True,1
87,TF,Lebanon was established before Indonesia.,a,True,True,a,True,1
88,TF,Algeria was established before Ivory Coast.,b,False,False,b,False,1
89,TF,Lithuania was established before Bosnia and Herzegovina.,a,True,True,a,True,1
90,TF,Georgia was established before Estonia.,b,False,False,b,False,1
91,TF,Central African Republic was established before Gambia.,a,True,True,a,True,1
92,TF,Malaysia was established before Egypt.,b,False,False,b,False,1
93,TF,India was established before Iceland.,b,False,False,b,False,1
94,TF,Armenia was established before Lithuania.,b,False,True,a,True,0
95,TF,India was established before Jordan.,b,False,False,b,False,1
96,TF,Nigeria was established before Madagascar.,b,False,False,b,False,1
97,TF,Costa Rica was established before Bolivia.,a,True,True,a,True,1
98,TF,China was established before Egypt.,a,True,False,b,False,0
99,TF,Guyana was established before Algeria.,b,False,False,b,False,1
100,TF,Belarus was established before Latvia.,b,False,False,b,False,1
101,TF,Gambia was established before Malawi.,b,False,False,b,False,1
102,TF,Croatia was established before Kyrgyzstan.,b,False,True,a,True,0
103,TF,Iran was established before Dominica.,b,False,True,a,True,0
104,TF,Kenya was established before Guinea.,b,False,False,b,False,1
105,TF,Bhutan was established before Cuba.,b,False,False,b,False,1
106,TF,Kenya was established before Cyprus.,b,False,False,b,False,1
107,TF,Luxembourg was established before Argentina.,a,True,True,a,True,1
108,TF,Cyprus was established before Malta.,a,True,True,a,True,1
109,TF,Barbados was established before Jamaica.,b,False,False,b,False,1
110,TF,Kazakhstan was established before Azerbaijan.,b,False,False,b,False,1
111,TF,Eswatini was established before Lesotho.,b,False,True,a,True,0
112,TF,Mali was established before Chad.,b,False,False,b,False,1
113,TF,Ecuador was established before Bolivia.,b,False,False,b,False,1
114,TF,North Macedonia was established before Marshall Islands.,b,False,False,b,False,1
115,TF,Chad was established before Kenya.,a,True,True,a,True,1
116,TF,Bulgaria was established before Norway.,b,False,True,a,True,0
117,TF,Bahamas was established before Angola.,a,True,False,b,False,0
118,TF,Estonia was established before Marshall Islands.,b,False,True,a,True,0
119,TF,Chad was established before Cyprus.,b,False,True,a,True,0
120,TF,Algeria was established before Malta.,a,True,True,a,True,1
121,TF,India was established before China.,a,True,True,a,True,1
122,TF,China was established before Iceland.,b,False,True,a,True,0
123,TF,Burundi was established before Cameroon.,b,False,False,b,False,1
124,TF,Kyrgyzstan was established before North Macedonia.,b,False,True,a,True,0
125,TF,Comoros was established before Bangladesh.,b,False,False,b,False,1
126,TF,Marshall Islands was established before Micronesia.,b,False,False,b,False,1
127,TF,Ghana was established before Malaysia.,b,False,True,a,True,0
128,TF,China was established before Myanmar.,b,False,True,a,True,0
129,TF,Burkina Faso was established before Maldives.,a,True,True,a,True,1
130,TF,Eswatini was established before Barbados.,b,False,False,b,False,1
131,TF,Bosnia and Herzegovina was established before Eritrea.,a,True,True,a,True,1
132,TF,Lithuania was established before Kyrgyzstan.,a,True,True,a,True,1
133,TF,Guatemala was established before Chile.,b,False,False,b,False,1
134,TF,Iran was established before Brunei.,a,True,True,a,True,1
135,TF,Bahamas was established before Grenada.,a,True,True,a,True,1
136,TF,Guyana was established before Bangladesh.,a,True,True,a,True,1
137,TF,Eritrea was established before Estonia.,b,False,False,b,False,1
138,TF,Estonia was established before Namibia.,b,False,True,a,True,0
139,TF,Bosnia and Herzegovina was established before North Macedonia.,b,False,False,b,False,1
140,TF,Djibouti was established before Angola.,b,False,False,b,False,1
141,TF,China was established before India.,b,False,False,b,False,1
142,TF,Kazakhstan was established before Belarus.,b,False,False,b,False,1
143,TF,Guyana was established before Equatorial Guinea.,a,True,True,a,True,1
144,TF,Mali was established before Burundi.,a,True,True,a,True,1
145,TF,Eswatini was established before Maldives.,b,False,False,b,False,1
146,TF,Malawi was established before Burkina Faso.,b,False,False,b,False,1
147,TF,Bangladesh was established before Nauru.,b,False,False,b,False,1
148,TF,Malaysia was established before Jamaica.,a,True,False,b,False,0
149,TF,Austria was established before Gabon.,a,True,True,a,True,1
150,TF,Laos was established before Malaysia.,a,True,True,a,True,1
151,TF,Nigeria was established before Burundi.,a,True,True,a,True,1
152,TF,Jordan was established before Indonesia.,b,False,False,b,False,1
153,TF,Kazakhstan was established before Estonia.,b,False,False,b,False,1
154,TF,Chile was established before Guatemala.,a,True,True,a,True,1
155,TF,Cambodia was established before Myanmar.,b,False,True,a,True,0
156,TF,Madagascar was established before Nigeria.,b,False,True,a,True,0
157,TF,Lesotho was established before Bahrain.,a,True,True,a,True,1
158,TF,Guinea was established before Niger.,a,True,True,a,True,1
159,TF,Guinea was established before Nigeria.,a,True,True,a,True,1
160,TF,Cameroon was established before Ghana.,b,False,False,b,False,1
161,TF,Eswatini was established before Bangladesh.,a,True,True,a,True,1
162,TF,Central African Republic was established before Morocco.,b,False,False,b,False,1
163,TF,Mali was established before Malta.,a,True,True,a,True,1
164,TF,Azerbaijan was established before North Macedonia.,b,False,True,a,True,0
165,TF,Nauru was established before Malta.,b,False,False,b,False,1
166,TF,Maldives was established before Nauru.,a,True,True,a,True,1
167,TF,Mali was established before Cameroon.,b,False,False,b,False,1
168,TF,Mauritius was established before Bangladesh.,a,True,True,a,True,1
169,TF,Kenya was established before Gabon.,b,False,False,b,False,1
170,TF,Malawi was established before Mauritius.,a,True,True,a,True,1
171,TF,Gambia was established before Nigeria.,b,False,True,a,True,0
172,TF,Ivory Coast was established before Madagascar.,b,False,False,b,False,1
173,TF,Croatia was established before Armenia.,b,False,False,b,False,1
174,TF,Eswatini was established before Gambia.,b,False,False,b,False,1
175,TF,Mauritania was established before Gambia.,a,True,True,a,True,1
176,TF,Madagascar was established before Algeria.,a,True,True,a,True,1
177,TF,Kazakhstan was established before Croatia.,b,False,False,b,False,1
178,TF,Iran was established before Djibouti.,b,False,True,a,True,0
179,TF,Guinea was established before Cambodia.,b,False,False,b,False,1
180,TF,Burkina Faso was established before Mauritania.,b,False,True,a,True,0
181,TF,Latvia was established before North Macedonia.,b,False,True,a,True,0
182,TF,Central African Republic was established before Cameroon.,b,False,False,b,False,1
183,TF,Cape Verde was established before Bahamas.,b,False,False,b,False,1
184,TF,Cyprus was established before Central African Republic.,b,False,False,b,False,1
185,TF,Mauritania was established before Ghana.,b,False,False,b,False,1
186,TF,Indonesia was established before Iceland.,b,False,False,b,False,1
187,TF,Mauritania was established before Malta.,a,True,True,a,True,1
188,TF,Democratic Republic of the Congo was established before Benin.,b,False,True,a,True,0
189,TF,Kenya was established before Burkina Faso.,b,False,False,b,False,1
190,TF,Chad was established before Gambia.,a,True,True,a,True,1
191,TF,Jamaica was established before Malaysia.,b,False,True,a,True,0
192,TF,Ivory Coast was established before Malawi.,a,True,True,a,True,1
193,TF,Bahrain was established before Bangladesh.,b,False,True,a,True,0
194,TF,Honduras was established before El Salvador.,b,False,False,b,False,1
195,TF,Bahamas was established before Comoros.,a,True,True,a,True,1
196,TF,Niger was established before Jamaica.,a,True,True,a,True,1
197,TF,Kiribati was established before Grenada.,b,False,False,b,False,1
198,TF,Morocco was established before Benin.,a,True,True,a,True,1
199,TF,Ghana was established before Madagascar.,a,True,True,a,True,1
200,TF,Central African Republic was established before Nigeria.,b,False,True,a,True,0
201,TF,Malaysia was established before Austria.,b,False,False,b,False,1
202,TF,Guinea-Bissau was established before Mozambique.,a,True,True,a,True,1
203,TF,Djibouti was established before Guinea-Bissau.,b,False,False,b,False,1
204,TF,Algeria was established before Chad.,b,False,False,b,False,1
205,TF,Jordan was established before Libya.,a,True,True,a,True,1
206,TF,Burkina Faso was established before Cyprus.,b,False,True,a,True,0
207,TF,Iran was established before Comoros.,b,False,True,a,True,0
208,TF,Myanmar was established before Israel.,b,False,True,a,True,0
209,TF,Maldives was established before Barbados.,a,True,True,a,True,1
210,TF,Kuwait was established before Guyana.,a,True,True,a,True,1
211,TF,Chad was established before Austria.,b,False,False,b,False,1
212,TF,Malawi was established before Mauritania.,b,False,False,b,False,1
213,TF,Cameroon was established before Benin.,b,False,True,a,True,0
214,TF,Niger was established before Mali.,b,False,True,a,True,0
215,TF,Dominica was established before Grenada.,b,False,True,a,True,0
216,TF,Morocco was established before Libya.,b,False,True,a,True,0
217,TF,Maldives was established before Malta.,b,False,False,b,False,1
218,TF,Algeria was established before Cameroon.,b,False,False,b,False,1
219,TF,Gabon was established before Democratic Republic of the Congo.,b,False,False,b,False,1
220,TF,Nigeria was established before Ivory Coast.,b,False,False,b,False,1
221,TF,Bangladesh was established before Guyana.,b,False,False,b,False,1
222,TF,Guyana was established before Eswatini.,a,True,True,a,True,1
223,TF,Gabon was established before Cameroon.,b,False,False,b,False,1
224,TF,Lesotho was established before Kenya.,b,False,True,a,True,0
225,TF,Madagascar was established before Chad.,b,False,True,a,True,0
226,TF,Belize was established before Micronesia.,a,True,False,b,False,0
227,TF,Jamaica was established before Malawi.,a,True,True,a,True,1
228,TF,Mali was established before Austria.,b,False,False,b,False,1
229,TF,Dominica was established before Comoros.,b,False,False,b,False,1
230,TF,Bahamas was established before Cape Verde.,a,True,False,b,False,0
231,TF,Botswana was established before Bangladesh.,a,True,True,a,True,1
232,TF,Norway was established before New Zealand.,a,True,True,a,True,1
233,TF,China was established before Laos.,a,True,True,a,True,1
234,TF,Kuwait was established before Benin.,b,False,False,b,False,1
235,TF,Gambia was established before Mauritania.,b,False,False,b,False,1
236,TF,Bangladesh was established before Bahamas.,a,True,True,a,True,1
237,TF,Micronesia was established before Namibia.,a,True,True,a,True,1
238,TF,Bahrain was established before Nauru.,b,False,False,b,False,1
239,TF,Algeria was established before Benin.,b,False,False,b,False,1
240,TF,Equatorial Guinea was established before Malta.,b,False,False,b,False,1
241,TF,Mauritania was established before Cameroon.,b,False,False,b,False,1
242,TF,Niger was established before Burkina Faso.,b,False,True,a,True,0
243,TF,Cameroon was established before Central African Republic.,b,False,True,a,True,0
244,TF,Gambia was established before Mali.,b,False,False,b,False,1
245,TF,Morocco was established before Gabon.,a,True,True,a,True,1
246,TF,Cameroon was established before Chad.,b,False,True,a,True,0
247,TF,Libya was established before Laos.,a,True,True,a,True,1
248,TF,Kyrgyzstan was established before Namibia.,b,False,False,b,False,1
249,TF,Latvia was established before Kyrgyzstan.,b,False,True,a,True,0
250,TF,Laos was established before Myanmar.,b,False,False,b,False,1
251,MCQ,Given Burkina Faso; which of the following countries was established before it?,a,Morocco,A,a,Morocco,1
252,MCQ,Given Bahrain; which of the following countries was established before it?,d,Barbados,D,d,Barbados,1
253,MCQ,Given Algeria; which of the following countries was established before it?,d,Kuwait,D,d,Kuwait,1
254,MCQ,Given Guinea-Bissau; which of the following countries was established before it?,c,Eswatini,C,c,Eswatini,1
255,MCQ,Given Cuba; which of the following countries was established before it?,b,Australia,B,b,Australia,1
256,MCQ,Given Bahrain; which of the following countries was established before it?,b,Fiji,B,b,Fiji,1
257,MCQ,Given Ghana; which of the following countries was established before it?,a,Cambodia,A,a,Cambodia,1
258,MCQ,Given Jordan; which of the following countries was established before it?,c,Ethiopia,C,c,Ethiopia,1
259,MCQ,Given Kyrgyzstan; which of the following countries was established before it?,b,Marshall Islands,A,a,Estonia,0
260,MCQ,Given New Zealand; which of the following countries was established before it?,c,Cuba,C,c,Cuba,1
261,MCQ,Given Maldives; which of the following countries was established before it?,c,Mali,C,c,Mali,1
262,MCQ,Given Austria; which of the following countries was established before it?,b,Egypt,B,b,Egypt,1
263,MCQ,Given Indonesia; which of the following countries was established before it?,d,Lebanon,D,d,Lebanon,1
264,MCQ,Given Barbados; which of the following countries was established before it?,d,Malta,D,d,Malta,1
265,MCQ,Given Jordan; which of the following countries was established before it?,c,Iceland,C,c,Iceland,1
266,MCQ,Given Fiji; which of the following countries was established before it?,c,Maldives,C,c,Maldives,1
267,MCQ,Given Niger; which of the following countries was established before it?,a,Austria,A,a,Austria,1
268,MCQ,Given Malta; which of the following countries was established before it?,b,Benin,B,b,Benin,1
269,MCQ,Given Libya; which of the following countries was established before it?,b,Jordan,A,a,Egypt,0
270,MCQ,Given Chad; which of the following countries was established before it?,d,Austria,D,d,Austria,1
271,MCQ,Given Bangladesh; which of the following countries was established before it?,c,Mauritius,C,c,Mauritius,1
272,MCQ,Given Micronesia; which of the following countries was established before it?,c,Brunei,C,c,Brunei,1
273,MCQ,Given Iran; which of the following countries was established before it?,c,Angola,C,c,Angola,1
274,MCQ,Given Burundi; which of the following countries was established before it?,d,Cameroon,D,d,Cameroon,1
275,MCQ,Given Antigua and Barbuda; which of the following countries was established before it?,c,Kiribati,C,c,Kiribati,1
276,MCQ,Given Bahamas; which of the following countries was established before it?,d,Mauritius,D,d,Mauritius,1
277,MCQ,Given Egypt; which of the following countries was established before it?,b,Myanmar,A,a,Austria,0
278,MCQ,Given Marshall Islands; which of the following countries was established before it?,c,Antigua and Barbuda,C,c,Antigua and Barbuda,1
279,MCQ,Given Bahrain; which of the following countries was established before it?,b,Equatorial Guinea,B,b,Equatorial Guinea,1
280,MCQ,Given Ghana; which of the following countries was established before it?,a,Morocco,A,a,Morocco,1
281,MCQ,Given Bangladesh; which of the following countries was established before it?,a,Mauritius,A,a,Mauritius,1
282,MCQ,Given Latvia; which of the following countries was established before it?,a,Namibia,A,a,Namibia,1
283,MCQ,Given Mozambique; which of the following countries was established before it?,c,Fiji,C,c,Fiji,1
284,MCQ,Given Micronesia; which of the following countries was established before it?,d,Brunei,A,a,Armenia,0
285,MCQ,Given Namibia; which of the following countries was established before it?,d,Micronesia,D,d,Micronesia,1
286,MCQ,Given Moldova; which of the following countries was established before it?,a,Namibia,B,b,Latvia,0
287,MCQ,Given China; which of the following countries was established before it?,c,Jordan,A,a,Egypt,0
288,MCQ,Given Gambia; which of the following countries was established before it?,a,Nigeria,A,a,Nigeria,1
289,MCQ,Given Fiji; which of the following countries was established before it?,a,Nauru,A,a,Nauru,1
290,MCQ,Given Gambia; which of the following countries was established before it?,c,Algeria,C,c,Algeria,1
291,MCQ,Given Nigeria; which of the following countries was established before it?,d,Ghana,D,d,Ghana,1
292,MCQ,Given Eswatini; which of the following countries was established before it?,c,Gambia,C,c,Gambia,1
293,MCQ,Given Norway; which of the following countries was established before it?,b,Cuba,B,b,Cuba,1
294,MCQ,Given Maldives; which of the following countries was established before it?,d,Kuwait,D,d,Kuwait,1
295,MCQ,Given Latvia; which of the following countries was established before it?,a,Marshall Islands,C,c,Armenia,0
296,MCQ,Given Ghana; which of the following countries was established before it?,c,Morocco,C,c,Morocco,1
297,MCQ,Given Lesotho; which of the following countries was established before it?,d,Algeria,D,d,Algeria,1
298,MCQ,Given Bangladesh; which of the following countries was established before it?,c,Barbados,C,c,Barbados,1
299,MCQ,Given Cambodia; which of the following countries was established before it?,b,Libya,D,d,Austria,0
300,MCQ,Given Argentina; which of the following countries was established before it?,d,Luxembourg,D,d,Luxembourg,1
301,MCQ,Given Kazakhstan; which of the following countries was established before it?,b,Lithuania,A,a,Latvia,0
302,MCQ,Given Kenya; which of the following countries was established before it?,b,Niger,B,b,Niger,1
303,MCQ,Given Honduras; which of the following countries was established before it?,a,Argentina,A,a,Argentina,1
304,MCQ,Given Laos; which of the following countries was established before it?,b,Myanmar,D,d,Egypt,0
305,MCQ,Given Cambodia; which of the following countries was established before it?,d,Myanmar,C,c,Austria,0
306,MCQ,Given Gambia; which of the following countries was established before it?,a,Mali,A,a,Mali,1
307,MCQ,Given Chile; which of the following countries was established before it?,b,Argentina,B,b,Argentina,1
308,MCQ,Given Nauru; which of the following countries was established before it?,d,Malta,D,d,Malta,1
309,MCQ,Given Georgia; which of the following countries was established before it?,b,Marshall Islands,B,b,Marshall Islands,1
310,MCQ,Given Gambia; which of the following countries was established before it?,a,Kuwait,A,a,Kuwait,1
311,MCQ,Given Antigua and Barbuda; which of the following countries was established before it?,b,Djibouti,B,b,Djibouti,1
312,MCQ,Given Lesotho; which of the following countries was established before it?,d,Malta,D,d,Malta,1
313,MCQ,Given Ghana; which of the following countries was established before it?,c,Austria,C,c,Austria,1
314,MCQ,Given Austria; which of the following countries was established before it?,a,Libya,A,a,Libya,1
315,MCQ,Given Bolivia; which of the following countries was established before it?,c,Costa Rica,A,a,Greece,0
316,MCQ,Given Lithuania; which of the following countries was established before it?,c,Marshall Islands,A,a,Eritrea,0
317,MCQ,Given Nauru; which of the following countries was established before it?,c,Botswana,C,c,Botswana,1
318,MCQ,Given Guyana; which of the following countries was established before it?,b,Kuwait,B,b,Kuwait,1
319,MCQ,Given China; which of the following countries was established before it?,d,Indonesia,B,b,Egypt,0
320,MCQ,Given Belarus; which of the following countries was established before it?,c,Marshall Islands,C,c,Marshall Islands,1
321,MCQ,Given Micronesia; which of the following countries was established before it?,b,Brunei,D,d,Marshall Islands,0
322,MCQ,Given China; which of the following countries was established before it?,b,India,D,d,Egypt,0
323,MCQ,Given Nicaragua; which of the following countries was established before it?,c,Argentina,C,c,Argentina,1
324,MCQ,Given Comoros; which of the following countries was established before it?,b,Bahamas,A,a,Cape Verde,0
325,MCQ,Given Chad; which of the following countries was established before it?,d,Ghana,D,d,Ghana,1
326,MCQ,Given Ghana; which of the following countries was established before it?,d,Egypt,D,d,Egypt,1
327,MCQ,Given New Zealand; which of the following countries was established before it?,b,Cuba,B,b,Cuba,1
328,MCQ,Given Egypt; which of the following countries was established before it?,c,Libya,A,a,Laos,0
329,MCQ,Given Mozambique; which of the following countries was established before it?,d,Guinea-Bissau,D,d,Guinea-Bissau,1
330,MCQ,Given New Zealand; which of the following countries was established before it?,a,Norway,A,a,Norway,1
331,MCQ,Given Bahamas; which of the following countries was established before it?,c,Bangladesh,C,c,Bangladesh,1
332,MCQ,Given Costa Rica; which of the following countries was established before it?,d,Chile,D,d,Chile,1
333,MCQ,Given Grenada; which of the following countries was established before it?,b,Bahrain,B,b,Bahrain,1
334,MCQ,Given Central African Republic; which of the following countries was established before it?,b,Malaysia,A,a,Cyprus,0
335,MCQ,Given Barbados; which of the following countries was established before it?,d,Jamaica,D,d,Jamaica,1
336,MCQ,Given Libya; which of the following countries was established before it?,a,India,A,a,India,1
337,MCQ,Given Angola; which of the following countries was established before it?,d,Fiji,B,b,Mozambique,0
338,MCQ,Given Guatemala; which of the following countries was established before it?,d,Argentina,D,d,Argentina,1
339,MCQ,Given Madagascar; which of the following countries was established before it?,a,Austria,A,a,Austria,1
340,MCQ,Given Mozambique; which of the following countries was established before it?,c,Bahrain,C,c,Bahrain,1
341,MCQ,Given Kazakhstan; which of the following countries was established before it?,c,Micronesia,D,d,Estonia,0
342,MCQ,Given Malawi; which of the following countries was established before it?,a,Burundi,A,a,Burundi,1
343,MCQ,Given Croatia; which of the following countries was established before it?,b,Namibia,B,b,Namibia,1
344,MCQ,Given Argentina; which of the following countries was established before it?,b,Luxembourg,B,b,Luxembourg,1
345,MCQ,Given Malta; which of the following countries was established before it?,c,Gabon,C,c,Gabon,1
346,MCQ,Given Barbados; which of the following countries was established before it?,a,Burundi,A,a,Burundi,1
347,MCQ,Given Belize; which of the following countries was established before it?,b,Djibouti,B,b,Djibouti,1
348,MCQ,Given Latvia; which of the following countries was established before it?,c,Marshall Islands,D,d,Georgia,0
349,MCQ,Given Fiji; which of the following countries was established before it?,d,Maldives,D,d,Maldives,1
350,MCQ,Given Fiji; which of the following countries was established before it?,b,Maldives,B,b,Maldives,1
351,MCQ,Given Grenada; which of the following countries was established before it?,b,Bangladesh,B,b,Bangladesh,1
352,MCQ,Given Cameroon; which of the following countries was established before it?,c,Guinea,C,c,Guinea,1
353,MCQ,Given Mali; which of the following countries was established before it?,a,Morocco,A,a,Morocco,1
354,MCQ,Given Guinea; which of the following countries was established before it?,a,Egypt,A,a,Egypt,1
355,MCQ,Given Mauritius; which of the following countries was established before it?,b,Barbados,B,b,Barbados,1
356,MCQ,Given El Salvador; which of the following countries was established before it?,c,Chile,C,c,Chile,1
357,MCQ,Given Ghana; which of the following countries was established before it?,a,Egypt,A,a,Egypt,1
358,MCQ,Given Namibia; which of the following countries was established before it?,a,Micronesia,A,a,Micronesia,1
359,MCQ,Given Botswana; which of the following countries was established before it?,b,Gambia,B,b,Gambia,1
360,MCQ,Given Lithuania; which of the following countries was established before it?,d,Micronesia,A,a,Latvia,0
361,MCQ,Given Mali; which of the following countries was established before it?,c,Malaysia,A,a,Niger,0
362,MCQ,Given Moldova; which of the following countries was established before it?,d,Lithuania,D,d,Lithuania,1
363,MCQ,Given Iran; which of the following countries was established before it?,a,Dominica,A,a,Dominica,1
364,MCQ,Given Niger; which of the following countries was established before it?,c,Malaysia,C,c,Malaysia,1
365,MCQ,Given Maldives; which of the following countries was established before it?,c,Cameroon,C,c,Cameroon,1
366,MCQ,Given Cambodia; which of the following countries was established before it?,c,Libya,B,b,Austria,0
367,MCQ,Given Maldives; which of the following countries was established before it?,a,Benin,A,a,Benin,1
368,MCQ,Given Botswana; which of the following countries was established before it?,b,Gambia,B,b,Gambia,1
369,MCQ,Given Dominica; which of the following countries was established before it?,d,Angola,D,d,Angola,1
370,MCQ,Given Norway; which of the following countries was established before it?,b,Australia,D,d,Bulgaria,0
371,MCQ,Given Burkina Faso; which of the following countries was established before it?,a,Guinea,A,a,Guinea,1
372,MCQ,Given Myanmar; which of the following countries was established before it?,b,India,C,c,China,0
373,MCQ,Given Kuwait; which of the following countries was established before it?,a,Mauritania,A,a,Mauritania,1
374,MCQ,Given Cameroon; which of the following countries was established before it?,d,Austria,D,d,Austria,1
375,MCQ,Given Malaysia; which of the following countries was established before it?,b,Laos,B,b,Laos,1
376,MCQ,Given Kiribati; which of the following countries was established before it?,b,Cape Verde,C,c,Iran,0
377,MCQ,Given Guinea; which of the following countries was established before it?,d,Egypt,D,d,Egypt,1
378,MCQ,Given Namibia; which of the following countries was established before it?,b,Micronesia,B,b,Micronesia,1
379,MCQ,Given Latvia; which of the following countries was established before it?,a,Marshall Islands,B,b,Georgia,0
380,MCQ,Given Honduras; which of the following countries was established before it?,a,Chile,A,a,Chile,1
381,MCQ,Given Central African Republic; which of the following countries was established before it?,d,Morocco,D,d,Morocco,1
382,MCQ,Given Gambia; which of the following countries was established before it?,a,Democratic Republic of the Congo,A,a,Democratic Republic of the Congo,1
383,MCQ,Given Mauritius; which of the following countries was established before it?,a,Guyana,A,a,Guyana,1
384,MCQ,Given Myanmar; which of the following countries was established before it?,c,India,C,c,India,1
