question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
56,unknown,TF,"Given the Launch of Sputnik 1 and the UK Hosts the G8 Summit, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
57,unknown,TF,"Given the Constitutional Crisis in Russia and the UK Hosts the First Rugby World Cup, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
58,unknown,TF,"Given the Surrender of Singapore to Japan and the The Investiture Controversy, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
59,unknown,TF,"Given the Chernobyl Nuclear Disaster and the The Armada Portrait of Elizabeth I, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
60,unknown,TF,"Given the China Hosts the Olympic Games and the Red River Resistance, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
61,unknown,TF,"Given the Eureka Stockade and the Signing of the Treaty of Rome, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
62,unknown,TF,"Given the Decriminalization of Homosexuality and the Rwandan Genocide, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
63,unknown,TF,"Given the Korean War and the Independence from Britain, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
64,unknown,TF,"Given the Lahore Resolution (Pakistan Resolution) and the First Woman Vice President Elected, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
65,unknown,TF,"Given the Manchu Invasions of Korea and the Mahdist War, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
66,unknown,TF,"Given the First General Elections and the ISIS Captures Mosul, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
67,unknown,TF,"Given the Xinhai Revolution and the End of Imperial China and the Fort McMurray Wildfire, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
68,unknown,TF,"Given the Gwadar Port Development and the Attack on Pearl Harbor, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
69,unknown,TF,"Given the Construction of the Great Wall and the Canada Act 1982 (Patriation of the Constitution), it is possible for someone to have lived during both of them.",b,False,True,a,True,0
70,unknown,TF,"Given the Australian Involvement in WWII Begins and the Reconquista Completion, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
71,unknown,TF,"Given the Port Arthur Massacre and the Exhumation of Francisco Franco, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
72,unknown,TF,"Given the Economic Development and the Amazon Rainforest Wildfires, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
73,unknown,TF,"Given the August Revolution and the Namibian Independence, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
74,unknown,TF,"Given the Treaty of Punakha and the Napoleonic Wars and the Battle of Leipzig, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
75,unknown,TF,"Given the Mongol Invasion of Rus' and the National Health Service Established, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
76,unknown,TF,"Given the Declaration of Independence and the Land Reform Program Begins, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
77,unknown,TF,"Given the Auckland Harbour Bridge Protests and the Algerian War of Independence, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
78,unknown,TF,"Given the New Zealand Bill of Rights Act and the Foundation of Marrakech, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
79,unknown,TF,"Given the G20 Summit Hosted in Riyadh and the Real Plan Implementation, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
80,unknown,TF,"Given the Made in China 2025 Initiative Announced and the Abolition of the Slave Trade Act, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
81,unknown,TF,"Given the Founding of the Song Dynasty and the NAFTA Agreement Signed, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
82,unknown,TF,"Given the Income Doubling Plan Announced and the Punic Wars Begin, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
83,unknown,TF,"Given the Korean Liberation and the Ethiopian Revolution, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
84,unknown,TF,"Given the Bengal Famine of 1943 and the Vietnam War, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
85,unknown,TF,"Given the Waitangi Day Established and the Liberation of Denmark, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
86,unknown,TF,"Given the Osaka Expo '70 and the Crowning of Charlemagne, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
87,unknown,TF,"Given the Introduction of Buddhism and the Battle of Stalingrad, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
88,unknown,TF,"Given the Arrival of the First Fleet and the Italy Enters World War II, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
89,unknown,TF,"Given the Mabo v Queensland Decision and the 2004 Madrid Train Bombings, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
90,unknown,TF,"Given the Trần Dynasty Defeats Mongol Invasions and the Independence from Belgium, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
91,unknown,TF,"Given the First Saudi State Established and the Joseph Kony Insurgency Declines, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
92,unknown,TF,"Given the Operation Blue Star and the First Democratic Elections, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
93,unknown,TF,"Given the Faisal I Becomes King of Iraq and the Economic Crisis and IMF Loan, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
94,unknown,TF,"Given the Treaty of Sinchula and the May Revolution, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
95,unknown,TF,"Given the Independence from British Rule and the Marshall Plan Implementation, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
96,unknown,TF,"Given the Ikhwan Revolt and the Seleka Rebellion Begins, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
97,unknown,TF,"Given the Xi Jinping Assumes Presidency and the Great Fire of London, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
98,unknown,TF,"Given the Kargil Conflict and the Assassination of President John F. Kennedy, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
99,unknown,TF,"Given the Kartarpur Corridor Opening and the Charlottesville Rally and Violence, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
100,unknown,TF,"Given the Invention of Printing Technology and the Discovery of Oil in Alberta, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
101,unknown,TF,"Given the British Mandate of Mesopotamia and the The Foundation of the Kingdom of Prussia, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
102,unknown,TF,"Given the Silk Road Establishment and the Klondike Gold Rush, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
103,unknown,TF,"Given the Mongol Invasions of Japan and the Napoleonic Code Enacted, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
104,unknown,TF,"Given the Aum Shinrikyo Tokyo Subway Sarin Attack and the Leonardo da Vinci Completes the Mona Lisa, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
105,unknown,TF,"Given the Onin War and the May 1968 Protests, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
106,unknown,TF,"Given the Gia Long Becomes Emperor and the Independence from France, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
107,unknown,TF,"Given the Foundation of Baghdad and the Construction of the Berlin Wall, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
108,unknown,TF,"Given the Baghdad Pact and the First Presidency of Juan Domin go Perón, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
109,unknown,TF,"Given the Korean War Involvement and the Peninsular War, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
110,unknown,TF,"Given the Taisho Democracy and the Louis XVI Executed, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
111,unknown,TF,"Given the Khashoggi Assassination and the Direct Elections Now Campaign, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
112,unknown,TF,"Given the THAAD Deployment Controversy and the Comprehensive Peace Agreement, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
113,unknown,TF,"Given the 2016 Uri Attack and Subsequent Surgical Strikes and the Declaration of Independence, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
114,unknown,TF,"Given the Abolition of Instant Triple Talaq and the SilkAir Flight 185, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
115,unknown,TF,"Given the The Founding of Melbourne and the Treaty of the Pyrenees, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
116,unknown,TF,"Given the Australia Acts 1986 and the Catalan Independence Referendum, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
117,unknown,TF,"Given the October Revolution and the Scottish Independence Referendum, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
118,unknown,TF,"Given the Battle of Điện Biên Phủ and the End of Sierra Leone Civil War, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
119,unknown,TF,"Given the India's First Hyperloop Project Announcement and the New Economic Policy Introduced, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
120,unknown,TF,"Given the Sakoku Edict of 1635 and the Battle of Agincourt, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
121,unknown,TF,"Given the Victory over Terrorism Day and the Trail of Tears, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
122,unknown,TF,"Given the 2013 Uttarakhand Floods and the Japan Airlines Flight 123, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
123,unknown,TF,"Given the Japanese Occupation of Malaya and the Conquest of the Desert, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
124,unknown,TF,"Given the Fall of Saigon and the Independence from Britain, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
125,unknown,TF,"Given the The Great Depression Hits Australia and the 2006 Winter Olympics in Turin, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
126,unknown,TF,"Given the Formation of the United Malays National Organisation and the Beginning of World War II, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
127,unknown,TF,"Given the First Executive President Elected and the Alaska Purchase, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
128,unknown,TF,"Given the Article 370 Revocation for Jammu & Kashmir and the Presidential Transition, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
129,unknown,TF,"Given the Introduction of the New Zealand Constitution Act and the Leyes de Indias, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
130,unknown,TF,"Given the Indus Water Treaty and the Launch of James Webb Space Telescope, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
131,unknown,TF,"Given the State Housing Introduced and the Winter War, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
132,unknown,TF,"Given the Comprehensive Agreement on Investment with the EU and the Women's Suffrage Achieved, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
133,unknown,TF,"Given the Collectivization in Uzbekistan and the Falklands War, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
134,unknown,TF,"Given the Pueblo Incident and the Independence from Britain, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
135,unknown,TF,"Given the Destruction of the First Saudi State and the Fall of Gaddafi, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
136,unknown,TF,"Given the Vietnam Joins the World Trade Organization and the Independence from Britain, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
137,unknown,TF,"Given the Partition Plan Announced and the Watergate Scandal, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
138,unknown,TF,"Given the Karachi Nuclear Power Plant Operational and the Prohibition Era Begins, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
139,unknown,TF,"Given the Moscow Conference of Foreign Ministers and the Discovery of Penicillin, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
140,unknown,TF,"Given the Annexation of Hejaz and the Coup d'état, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
141,unknown,TF,"Given the Abolition of FATA and the Withdrawal from Afghanistan, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
142,unknown,TF,"Given the Introduction of Islam officially and the Congress of Vienna, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
143,unknown,TF,"Given the Apology to the Stolen Generations and the ETA's Permanent Ceasefire, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
144,unknown,TF,"Given the Introduction of UPI (Unified Payment Interface) and the Pakistan International Airlines Flight 268, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
145,unknown,TF,"Given the Fall of the Ming Dynasty and Rise of the Qing and the Vancouver Winter Olympics, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
146,unknown,TF,"Given the Cultural Revolution and the Quebec Referendum on Sovereignty, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
147,unknown,TF,"Given the Arrival of Vasco da Gama and the Independence from the Soviet Union, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
148,unknown,TF,"Given the Putin's First Presidential Term and the Signing of the Treaty of Verdun, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
149,unknown,TF,"Given the Purna Swaraj Declaration and the September 11 Attacks, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
150,unknown,TF,"Given the Sultanate Becomes a British Protectorate and the Kristallnacht (Night of Broken Glass), it is possible for someone to have lived during both of them.",a,True,True,a,True,1
151,unknown,TF,"Given the Constitution of India Adopted and the Fall of the Berlin Wall, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
152,unknown,TF,"Given the Anzac Forces Land at Gallipoli and the Establishment of the Kalmar Union, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
153,unknown,TF,"Given the Treaty of Waitangi Act 1975 and the Union with Sweden, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
154,unknown,TF,"Given the Kyoto Protocol on Climate Change and the Galileo Galilei's Telescope Presentation, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
155,unknown,TF,"Given the SARS Epidemic and the Good Friday Agreement, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
156,unknown,TF,"Given the Introduction of Nuclear Free Zone and the First Schleswig War, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
157,unknown,TF,"Given the Death of Joseph Stalin and the Queen Elizabeth II's Coronation, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
158,unknown,TF,"Given the Iwakura Mission and the Paris Commune, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
159,unknown,TF,"Given the Creation of Pakistan and the George Floyd Protests and Derek Chauvin Trial, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
160,unknown,TF,"Given the Taika Reforms and the Beginning of the French Renaissance, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
161,unknown,TF,"Given the Treaty of Friendship and Alliance and the FIFA World Cup Victory, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
162,unknown,TF,"Given the Taj Mahal and the #MeToo Movement, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
163,unknown,TF,"Given the Unification of Bhutan and the Treaty on the Final Settlement with Respect to Germany, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
164,unknown,TF,"Given the Foundation of Modern Iraq and the World War I, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
165,unknown,TF,"Given the Federated Malay States Formed and the Legalization of Abortion, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
166,unknown,TF,"Given the Vietnam War Involvement and the Francoist Spain, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
167,unknown,TF,"Given the Establishment of the University of Ceylon and the Confederation of Canada, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
168,unknown,TF,"Given the Sinhala Only Act and the United Nations Charter Ratification, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
169,unknown,TF,"Given the Protection of Women Act and the Completion of the Panama Canal, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
170,unknown,TF,"Given the Launch of 5G Services and the Formation of Malaysia, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
171,unknown,TF,"Given the 1981 Springbok Tour Protests and the Founding of Oslo, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
172,unknown,TF,"Given the Ram Mandir Bhoomi Pujan and the 1969 Race Riots, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
173,unknown,TF,"Given the French Colonization Begins and the Independence from Britain, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
174,unknown,TF,"Given the Land Reform Law Enacted and the Completion of the Canadian Pacific Railway, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
175,unknown,TF,"Given the National Database and Registration Authority (NADRA) Establishment and the Entry into World War I, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
176,unknown,TF,"Given the Japanese Occupation and the French Intervention in Mexico, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
177,unknown,TF,"Given the Gold Rushes Begin and the Italian Republic Established, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
178,unknown,TF,"Given the 1987 New Zealand Constitution Act and the Great Zimbabwe Era, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
179,unknown,TF,"Given the Battle of Stalingrad and the Chartist Movement, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
180,unknown,TF,"Given the Great Hanshin Earthquake and the Fall of Constantinople, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
181,unknown,TF,"Given the Establishment of the National Liberation Front and the Tunisian Revolution, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
182,unknown,TF,"Given the Khrushchev's Secret Speech and the First English Parliament, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
183,unknown,TF,"Given the Shanghai Cooperation Organization Establishment and the Defeat of the Spanish Armada, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
184,unknown,TF,"Given the Tiananmen Square Protests and the Establishment of the Welfare State, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
185,unknown,TF,"Given the Samarkand becomes part of the Uzbek SSR and the Hyperinflation Crisis, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
186,unknown,TF,"Given the Lý Dynasty Founded and the Independence from Britain, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
187,unknown,TF,"Given the Paris Peace Accords and the Independence from Britain, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
188,unknown,TF,"Given the Kokoda Trail Campaign and the Funding of Christopher Columbus' Voyage, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
189,unknown,TF,"Given the Start of Swachh Bharat Mission and the Wenzhou Train Collision, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
190,unknown,TF,"Given the Collectivization of Agriculture and the The Glorious Revolution, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
191,unknown,TF,"Given the The Great Strike of 1917 and the Mani Pulite (Clean Hands) Investigation Begins, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
192,unknown,TF,"Given the Establishment of the Democratic People's Republic of Korea and the Battle of Algiers, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
193,unknown,TF,"Given the British Occupation of Basra and the Colonial Period Begins, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
194,unknown,TF,"Given the 'Tampa' Refugee Crisis and the Discovery of Altamira Cave Paintings, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
195,unknown,TF,"Given the Foundation of Kievan Rus' and the Battle of Britain, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
196,unknown,TF,"Given the First Indochina War Begins and the Algerian Civil War Ends, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
197,unknown,TF,"Given the Introduction of Free Education Act and the Boston Massacre, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
198,unknown,TF,"Given the Japan Joins the United Nations and the Rise of the Roman Republic, it is possible for someone to have lived during both of them.",b,False,False,b,False,1
199,unknown,TF,"Given the Introduction of English as a Medium of Education and the Declaration of Independence, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
200,unknown,TF,"Given the Singapore Joins the United Nations and the The Black Death in Europe, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
201,unknown,TF,"Given the University of Malaya Formation and the FHC Presidency (Fernando Henrique Cardoso), it is possible for someone to have lived during both of them.",a,True,True,a,True,1
202,unknown,TF,"Given the Battle of Điện Biên Phủ and the Independence from Britain, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
203,unknown,TF,"Given the Treaty of Jeddah and the Boko Haram Insurgency Intensifies, it is possible for someone to have lived during both of them.",b,False,True,a,True,0
204,unknown,TF,"Given the Emergency Declared by Indira Gandhi and the Currency Convertibility Introduced, it is possible for someone to have lived during both of them.",a,True,True,a,True,1
